game_string,half_inning_id,at_bat,base_state,outs_inning,is_final_pa,is_home_run,pa_runs_contribution,runs_remaining
y1_d062_VKA_PHD,2,5,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,2,6,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,3,7,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,3,8,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,3,9,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,4,10,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,4,11,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,4,12,1,1,False,False,0.0,0.0
y1_d062_VKA_PHD,4,13,1,2,True,False,0.0,0.0
y1_d062_VKA_PHD,5,14,0,0,False,True,1.0,2.0
y1_d062_VKA_PHD,5,15,0,0,False,False,0.0,1.0
y1_d062_VKA_PHD,5,16,1,0,False,False,1.0,1.0
y1_d062_VKA_PHD,5,17,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,5,18,1,1,True,False,0.0,0.0
y1_d062_VKA_PHD,6,19,0,0,False,False,0.0,1.0
y1_d062_VKA_PHD,6,20,1,0,False,False,0.0,1.0
y1_d062_VKA_PHD,6,21,3,0,False,False,1.0,1.0
y1_d062_VKA_PHD,6,22,4,1,True,False,0.0,0.0
y1_d062_VKA_PHD,7,23,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,7,24,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,7,25,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,8,26,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,8,27,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,8,28,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,9,29,0,0,False,False,0.0,2.0
y1_d062_VKA_PHD,9,30,1,0,False,False,0.0,2.0
y1_d062_VKA_PHD,9,31,3,0,False,False,1.0,2.0
y1_d062_VKA_PHD,9,32,5,0,False,False,1.0,1.0
y1_d062_VKA_PHD,9,33,3,0,False,False,0.0,0.0
y1_d062_VKA_PHD,9,34,3,1,False,False,0.0,0.0
y1_d062_VKA_PHD,9,35,3,2,True,False,0.0,0.0
y1_d062_VKA_PHD,10,36,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,10,37,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,10,38,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,11,39,0,0,False,False,0.0,3.0
y1_d062_VKA_PHD,11,40,1,0,False,False,0.0,3.0
y1_d062_VKA_PHD,11,41,3,0,False,False,0.0,3.0
y1_d062_VKA_PHD,11,42,3,1,False,False,0.0,3.0
y1_d062_VKA_PHD,11,43,7,1,False,False,1.0,3.0
y1_d062_VKA_PHD,11,44,7,1,False,False,2.0,2.0
y1_d062_VKA_PHD,11,45,5,1,True,False,0.0,0.0
y1_d062_VKA_PHD,12,46,0,0,False,False,0.0,1.0
y1_d062_VKA_PHD,12,47,1,0,False,False,1.0,1.0
y1_d062_VKA_PHD,12,48,1,0,False,False,0.0,0.0
y1_d062_VKA_PHD,12,49,3,0,False,False,0.0,0.0
y1_d062_VKA_PHD,12,50,7,0,True,False,0.0,0.0
y1_d062_VKA_PHD,13,51,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,13,52,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,13,53,1,1,False,False,0.0,0.0
y1_d062_VKA_PHD,13,54,2,2,True,False,0.0,0.0
y1_d062_VKA_PHD,14,55,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,14,56,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,14,57,2,1,False,False,0.0,0.0
y1_d062_VKA_PHD,14,58,2,2,False,False,0.0,0.0
y1_d062_VKA_PHD,14,59,3,2,True,False,0.0,0.0
y1_d062_VKA_PHD,15,60,0,0,False,False,0.0,1.0
y1_d062_VKA_PHD,15,61,1,0,False,False,1.0,1.0
y1_d062_VKA_PHD,15,62,0,1,True,False,0.0,0.0
y1_d062_VKA_PHD,16,63,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,16,64,1,0,False,False,0.0,0.0
y1_d062_VKA_PHD,16,65,1,1,False,False,0.0,0.0
y1_d062_VKA_PHD,16,66,1,2,True,False,0.0,0.0
y1_d062_VKA_PHD,17,67,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,17,68,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,17,69,0,2,True,False,0.0,0.0
y1_d062_VKA_PHD,18,70,0,0,False,False,0.0,0.0
y1_d062_VKA_PHD,18,71,0,1,False,False,0.0,0.0
y1_d062_VKA_PHD,18,72,0,2,False,False,0.0,0.0
y1_d062_VKA_PHD,18,73,1,2,True,False,0.0,0.0
y1_d063_VKA_PHD,1,1,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,1,2,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,1,3,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,2,4,0,0,False,False,0.0,2.0
y1_d063_VKA_PHD,2,5,1,0,False,False,0.0,2.0
y1_d063_VKA_PHD,2,6,1,1,False,True,2.0,2.0
y1_d063_VKA_PHD,2,7,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,2,8,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,3,9,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,3,10,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,3,11,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,4,12,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,4,13,1,0,False,False,0.0,0.0
y1_d063_VKA_PHD,4,14,1,1,False,False,0.0,0.0
y1_d063_VKA_PHD,4,15,1,2,False,False,0.0,0.0
y1_d063_VKA_PHD,4,16,3,2,True,False,0.0,0.0
y1_d063_VKA_PHD,5,17,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,5,18,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,5,19,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,6,20,0,0,False,False,0.0,2.0
y1_d063_VKA_PHD,6,21,0,1,False,True,1.0,2.0
y1_d063_VKA_PHD,6,22,0,1,False,False,0.0,1.0
y1_d063_VKA_PHD,6,23,1,1,False,False,0.0,1.0
y1_d063_VKA_PHD,6,24,3,1,False,False,0.0,1.0
y1_d063_VKA_PHD,6,25,7,1,False,False,1.0,1.0
y1_d063_VKA_PHD,6,26,3,2,True,False,0.0,0.0
y1_d063_VKA_PHD,7,27,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,7,28,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,7,29,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,8,30,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,8,31,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,8,32,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,9,33,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,9,34,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,9,35,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,10,36,0,0,False,False,0.0,3.0
y1_d063_VKA_PHD,10,37,2,0,False,False,0.0,3.0
y1_d063_VKA_PHD,10,38,3,0,False,False,2.0,3.0
y1_d063_VKA_PHD,10,39,2,0,False,False,0.0,1.0
y1_d063_VKA_PHD,10,40,4,1,False,False,1.0,1.0
y1_d063_VKA_PHD,10,41,1,1,False,False,0.0,0.0
y1_d063_VKA_PHD,10,42,2,2,True,False,0.0,0.0
y1_d063_VKA_PHD,11,43,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,11,44,1,0,False,False,0.0,0.0
y1_d063_VKA_PHD,11,45,1,1,False,False,0.0,0.0
y1_d063_VKA_PHD,11,46,1,2,True,False,0.0,0.0
y1_d063_VKA_PHD,12,47,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,12,48,1,0,False,False,0.0,0.0
y1_d063_VKA_PHD,12,49,3,0,False,False,0.0,0.0
y1_d063_VKA_PHD,12,50,3,1,False,False,0.0,0.0
y1_d063_VKA_PHD,12,51,3,2,True,False,0.0,0.0
y1_d063_VKA_PHD,13,52,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,13,53,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,13,54,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,14,55,0,0,False,False,0.0,1.0
y1_d063_VKA_PHD,14,56,1,0,False,False,1.0,1.0
y1_d063_VKA_PHD,14,57,1,0,False,False,0.0,0.0
y1_d063_VKA_PHD,14,58,1,1,True,False,0.0,0.0
y1_d063_VKA_PHD,15,59,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,15,60,0,1,True,False,0.0,0.0
y1_d063_VKA_PHD,16,61,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,16,62,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,16,63,0,2,True,False,0.0,0.0
y1_d063_VKA_PHD,17,64,0,0,False,False,0.0,0.0
y1_d063_VKA_PHD,17,65,0,1,False,False,0.0,0.0
y1_d063_VKA_PHD,17,66,1,1,False,False,0.0,0.0
y1_d063_VKA_PHD,17,67,1,2,True,False,0.0,0.0
y1_d064_VKA_PHD,1,1,0,0,False,False,0.0,1.0
y1_d064_VKA_PHD,1,2,0,1,False,False,0.0,1.0
y1_d064_VKA_PHD,1,3,1,1,False,False,0.0,1.0
y1_d064_VKA_PHD,1,4,3,1,False,False,0.0,1.0
y1_d064_VKA_PHD,1,5,7,1,False,False,1.0,1.0
y1_d064_VKA_PHD,1,6,3,2,True,False,0.0,0.0
y1_d064_VKA_PHD,2,7,0,0,False,False,0.0,2.0
y1_d064_VKA_PHD,2,8,0,1,False,False,0.0,2.0
y1_d064_VKA_PHD,2,9,0,2,False,False,0.0,2.0
y1_d064_VKA_PHD,2,10,1,2,False,False,0.0,2.0
y1_d064_VKA_PHD,2,11,3,2,False,False,2.0,2.0
y1_d064_VKA_PHD,2,12,1,2,True,False,0.0,0.0
y1_d064_VKA_PHD,3,13,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,3,14,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,3,15,1,1,False,False,0.0,0.0
y1_d064_VKA_PHD,3,16,1,2,True,False,0.0,0.0
y1_d064_VKA_PHD,4,17,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,4,18,1,0,False,False,0.0,0.0
y1_d064_VKA_PHD,4,19,1,1,False,False,0.0,0.0
y1_d064_VKA_PHD,4,20,2,2,True,False,0.0,0.0
y1_d064_VKA_PHD,5,21,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,5,22,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,5,23,0,2,False,False,0.0,0.0
y1_d064_VKA_PHD,5,24,1,2,False,False,0.0,0.0
y1_d064_VKA_PHD,5,25,3,2,True,False,0.0,0.0
y1_d064_VKA_PHD,6,26,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,6,27,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,6,28,1,1,False,False,0.0,0.0
y1_d064_VKA_PHD,6,29,1,2,False,False,0.0,0.0
y1_d064_VKA_PHD,6,30,3,2,True,False,0.0,0.0
y1_d064_VKA_PHD,7,31,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,7,32,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,7,33,0,2,True,False,0.0,0.0
y1_d064_VKA_PHD,8,34,0,0,False,False,0.0,1.0
y1_d064_VKA_PHD,8,35,4,0,False,False,1.0,1.0
y1_d064_VKA_PHD,8,36,1,0,False,False,0.0,0.0
y1_d064_VKA_PHD,8,37,1,1,False,False,0.0,0.0
y1_d064_VKA_PHD,8,38,3,1,True,False,0.0,0.0
y1_d064_VKA_PHD,9,39,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,9,40,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,9,41,0,2,False,False,0.0,0.0
y1_d064_VKA_PHD,9,42,1,2,True,False,0.0,0.0
y1_d064_VKA_PHD,10,43,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,10,44,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,10,45,1,1,True,False,0.0,0.0
y1_d064_VKA_PHD,11,46,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,11,47,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,11,48,0,2,True,False,0.0,0.0
y1_d064_VKA_PHD,12,49,0,0,False,True,1.0,1.0
y1_d064_VKA_PHD,12,50,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,12,51,1,0,False,False,0.0,0.0
y1_d064_VKA_PHD,12,52,1,1,True,False,0.0,0.0
y1_d064_VKA_PHD,13,53,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,13,54,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,13,55,0,2,True,False,0.0,0.0
y1_d064_VKA_PHD,14,56,0,0,False,False,0.0,1.0
y1_d064_VKA_PHD,14,57,1,0,False,False,1.0,1.0
y1_d064_VKA_PHD,14,58,0,1,True,False,0.0,0.0
y1_d064_VKA_PHD,15,59,0,0,False,False,0.0,2.0
y1_d064_VKA_PHD,15,60,1,0,False,False,0.0,2.0
y1_d064_VKA_PHD,15,61,6,0,False,False,1.0,2.0
y1_d064_VKA_PHD,15,62,3,0,False,False,1.0,1.0
y1_d064_VKA_PHD,15,63,5,0,True,False,0.0,0.0
y1_d064_VKA_PHD,16,64,0,0,False,False,0.0,2.0
y1_d064_VKA_PHD,16,65,1,0,False,False,0.0,2.0
y1_d064_VKA_PHD,16,66,5,0,False,False,1.0,2.0
y1_d064_VKA_PHD,16,67,3,0,False,False,1.0,1.0
y1_d064_VKA_PHD,16,68,2,1,True,False,0.0,0.0
y1_d064_VKA_PHD,17,69,0,0,False,True,1.0,1.0
y1_d064_VKA_PHD,17,70,0,0,False,False,0.0,0.0
y1_d064_VKA_PHD,17,71,0,1,False,False,0.0,0.0
y1_d064_VKA_PHD,17,72,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,1,1,0,0,False,False,0.0,1.0
y1_d065_VAS_PHD,1,2,0,1,False,False,0.0,1.0
y1_d065_VAS_PHD,1,3,1,1,False,False,1.0,1.0
y1_d065_VAS_PHD,1,4,1,1,True,False,0.0,0.0
y1_d065_VAS_PHD,2,5,0,0,False,False,0.0,6.0
y1_d065_VAS_PHD,2,6,1,0,False,False,1.0,6.0
y1_d065_VAS_PHD,2,7,2,0,False,False,0.0,5.0
y1_d065_VAS_PHD,2,8,2,1,False,False,1.0,5.0
y1_d065_VAS_PHD,2,9,2,1,False,False,0.0,4.0
y1_d065_VAS_PHD,2,10,4,2,False,False,1.0,4.0
y1_d065_VAS_PHD,2,11,2,2,False,False,0.0,3.0
y1_d065_VAS_PHD,2,12,3,2,False,True,2.0,3.0
y1_d065_VAS_PHD,2,13,1,2,False,False,1.0,1.0
y1_d065_VAS_PHD,2,14,1,2,True,False,0.0,0.0
y1_d065_VAS_PHD,3,15,0,0,False,False,0.0,1.0
y1_d065_VAS_PHD,3,16,1,0,False,False,1.0,1.0
y1_d065_VAS_PHD,3,17,0,1,True,False,0.0,0.0
y1_d065_VAS_PHD,4,18,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,4,19,1,0,False,False,0.0,0.0
y1_d065_VAS_PHD,4,20,3,0,False,False,0.0,0.0
y1_d065_VAS_PHD,4,21,3,1,True,False,0.0,0.0
y1_d065_VAS_PHD,5,22,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,5,23,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,5,24,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,6,25,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,6,26,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,6,27,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,7,28,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,7,29,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,7,30,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,8,31,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,8,32,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,8,33,4,1,False,False,0.0,0.0
y1_d065_VAS_PHD,8,34,4,2,True,False,0.0,0.0
y1_d065_VAS_PHD,9,35,0,0,False,False,0.0,1.0
y1_d065_VAS_PHD,9,36,1,0,False,False,1.0,1.0
y1_d065_VAS_PHD,9,37,1,0,True,False,0.0,0.0
y1_d065_VAS_PHD,10,38,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,10,39,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,10,40,0,2,False,False,0.0,0.0
y1_d065_VAS_PHD,10,41,1,2,False,False,0.0,0.0
y1_d065_VAS_PHD,10,42,3,2,True,False,0.0,0.0
y1_d065_VAS_PHD,11,43,0,0,False,False,-1.0,0.0
y1_d065_VAS_PHD,11,44,5,0,False,False,1.0,1.0
y1_d065_VAS_PHD,11,45,1,1,False,False,0.0,0.0
y1_d065_VAS_PHD,11,46,1,2,True,False,0.0,0.0
y1_d065_VAS_PHD,12,47,0,0,False,False,0.0,2.0
y1_d065_VAS_PHD,12,48,0,1,False,False,0.0,2.0
y1_d065_VAS_PHD,12,49,2,1,False,False,1.0,2.0
y1_d065_VAS_PHD,12,50,1,1,False,False,1.0,1.0
y1_d065_VAS_PHD,12,51,1,1,True,False,0.0,0.0
y1_d065_VAS_PHD,13,52,0,0,False,False,0.0,1.0
y1_d065_VAS_PHD,13,53,1,0,False,False,0.0,1.0
y1_d065_VAS_PHD,13,54,3,0,False,False,0.0,1.0
y1_d065_VAS_PHD,13,55,7,0,False,False,1.0,1.0
y1_d065_VAS_PHD,13,56,7,0,True,False,0.0,0.0
y1_d065_VAS_PHD,14,57,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,14,58,1,0,False,False,0.0,0.0
y1_d065_VAS_PHD,14,59,1,1,False,False,0.0,0.0
y1_d065_VAS_PHD,14,60,1,2,True,False,0.0,0.0
y1_d065_VAS_PHD,15,61,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,15,62,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,15,63,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,16,64,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,16,65,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,16,66,0,2,True,False,0.0,0.0
y1_d065_VAS_PHD,17,67,0,0,False,False,0.0,0.0
y1_d065_VAS_PHD,17,68,0,1,False,False,0.0,0.0
y1_d065_VAS_PHD,17,69,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,1,1,3,0,False,False,1.0,1.0
y1_d066_VAS_PHD,1,2,6,0,True,False,0.0,0.0
y1_d066_VAS_PHD,2,3,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,2,4,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,2,5,1,1,False,False,0.0,0.0
y1_d066_VAS_PHD,2,6,2,2,True,False,0.0,0.0
y1_d066_VAS_PHD,3,7,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,3,8,1,0,False,False,0.0,0.0
y1_d066_VAS_PHD,3,9,2,1,False,False,0.0,0.0
y1_d066_VAS_PHD,3,10,2,2,True,False,0.0,0.0
y1_d066_VAS_PHD,4,11,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,4,12,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,4,13,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,5,14,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,5,15,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,5,16,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,6,17,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,6,18,1,0,False,False,0.0,0.0
y1_d066_VAS_PHD,6,19,6,0,False,False,0.0,0.0
y1_d066_VAS_PHD,6,20,6,1,False,False,0.0,0.0
y1_d066_VAS_PHD,6,21,6,2,True,False,0.0,0.0
y1_d066_VAS_PHD,7,22,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,7,23,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,7,24,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,8,25,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,8,26,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,8,27,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,9,28,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,9,29,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,9,30,0,2,False,False,0.0,0.0
y1_d066_VAS_PHD,9,31,1,2,True,False,0.0,0.0
y1_d066_VAS_PHD,10,32,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,10,33,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,10,34,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,11,35,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,11,36,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,11,37,2,1,False,False,0.0,0.0
y1_d066_VAS_PHD,11,38,2,2,True,False,0.0,0.0
y1_d066_VAS_PHD,12,39,0,0,False,False,-1.0,-1.0
y1_d066_VAS_PHD,12,40,3,0,False,False,0.0,0.0
y1_d066_VAS_PHD,12,41,3,1,False,False,0.0,0.0
y1_d066_VAS_PHD,12,42,3,2,True,False,0.0,0.0
y1_d066_VAS_PHD,13,43,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,13,44,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,13,45,1,1,False,False,0.0,0.0
y1_d066_VAS_PHD,13,46,1,2,False,False,0.0,0.0
y1_d066_VAS_PHD,13,47,3,2,True,False,0.0,0.0
y1_d066_VAS_PHD,14,48,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,14,49,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,14,50,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,15,51,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,15,52,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,15,53,0,2,True,False,0.0,0.0
y1_d066_VAS_PHD,16,54,0,0,False,False,0.0,0.0
y1_d066_VAS_PHD,16,55,0,1,False,False,0.0,0.0
y1_d066_VAS_PHD,16,56,0,2,True,False,0.0,0.0
y1_d067.5_NLG_ANI,1,1,1,0,False,False,0.0,0.0
y1_d067.5_NLG_ANI,1,2,1,0,True,False,0.0,0.0
y1_d067.5_NLG_ANI,2,3,0,0,False,False,0.0,3.0
y1_d067.5_NLG_ANI,2,4,0,1,False,True,1.0,3.0
y1_d067.5_NLG_ANI,2,5,0,1,False,False,0.0,2.0
y1_d067.5_NLG_ANI,2,6,1,1,False,False,0.0,2.0
